deal_id,update_type,old_value,new_value
2960,org_id,,19963
2515,org_id,,20072
3726,org_id,,20773
4020,org_id,,21176
868,org_id,,21192
2576,org_id,,21637
1968,org_id,,21951
3615,org_id,,23054
1441,org_id,,26935
3762,org_id,,26935
1510,org_id,,26936
3570,org_id,,31328
4795,org_id,,35241
3575,person_id,,38183
4638,value,0,120
1834,value,0,120
4367,value,0,150
851,value,0,150
323,value,0,150
1840,value,0,150
399,value,0,150
4604,value,0,150
3628,value,0,150
460,value,0,150
2201,value,0,150
2947,value,0,150
4615,value,0,150
1281,value,0,162
1537,value,0,162
4667,value,0,162
1380,value,0,162
1323,value,0,162
15,value,0,167
3904,value,0,190
3984,value,0,200
2940,value,0,200
669,value,0,234
624,value,0,234
4814,value,0,234
1736,value,0,234
748,value,0,234
3405,value,0,234
3735,value,0,234
2490,value,0,250
478,value,0,250
2432,value,0,265
3093,value,0,265
3659,value,0,265
3659,value,0,265
1691,value,0,300
4352,value,0,350
4158,value,0,350
684,value,0,350
4844,value,0,400
207,value,0,400
3255,value,0,400
2126,value,0,400
3390,value,0,400
3497,value,0,400
2810,value,0,400
4684,value,0,400
3933,value,0,525
1943,value,0,525
3333,value,0,552
4899,value,0,582
4713,value,0,582
397,value,0,582
2365,value,0,582
4070,value,0,632
3603,value,0,632
3140,value,0,704
301,value,0,704
2051,value,0,704
1375,value,0,938
1372,value,0,938
861,value,0,938
4790,value,0,1400
1695,value,0,1407
1502,value,0,1750
1386,value,0,2150
4570,value,0,3000
464,value,0,3725
2953,value,0,9000
209,value,0,29200
4607,value,0,3437.5
3153,stage_id,1,2
3719,stage_id,1,2
3802,stage_id,1,2
928,stage_id,1,2
1413,stage_id,1,2
58,stage_id,1,2
3595,stage_id,1,2
4980,stage_id,1,2
3179,stage_id,1,2
849,stage_id,1,2
3449,stage_id,1,2
4756,stage_id,1,2
1493,stage_id,1,2
3719,stage_id,1,2
4029,stage_id,1,2
4385,stage_id,1,2
4625,stage_id,1,2
501,stage_id,1,2
2076,stage_id,1,2
3574,stage_id,1,2
1550,stage_id,1,2
4416,stage_id,1,2
2690,stage_id,1,2
3033,stage_id,1,2
3797,stage_id,1,2
716,stage_id,1,2
4761,stage_id,1,2
3449,stage_id,1,2
3202,stage_id,1,2
4944,stage_id,1,2
1933,stage_id,1,2
752,stage_id,1,2
4792,stage_id,1,2
2343,stage_id,1,2
1986,stage_id,1,2
3937,stage_id,1,2
1102,stage_id,1,2
2299,stage_id,1,2
1015,stage_id,1,2
1299,stage_id,1,2
4196,stage_id,1,2
4265,stage_id,1,2
4390,stage_id,1,2
3538,stage_id,1,2
2730,stage_id,1,2
497,stage_id,1,2
2762,stage_id,1,2
1203,stage_id,1,2
4988,stage_id,1,2
906,stage_id,1,2
4265,stage_id,1,2
3558,stage_id,1,2
1390,stage_id,1,2
3900,stage_id,1,2
4763,stage_id,1,2
1068,stage_id,1,2
4191,stage_id,1,2
4833,stage_id,1,2
4326,stage_id,1,2
4390,stage_id,1,2
1230,stage_id,1,2
2718,stage_id,1,2
1925,stage_id,1,2
1390,stage_id,1,2
4477,stage_id,1,2
2536,stage_id,1,2
4057,stage_id,1,2
4610,stage_id,1,2
1815,stage_id,1,2
776,stage_id,1,2
2261,stage_id,1,2
785,stage_id,1,2
1067,stage_id,1,2
148,stage_id,1,2
4756,stage_id,1,2
2346,stage_id,1,2
3518,stage_id,1,2
1050,stage_id,1,2
4999,stage_id,1,2
1900,stage_id,1,2
3972,stage_id,1,2
629,stage_id,1,2
4905,stage_id,1,2
2306,stage_id,1,2
3346,stage_id,1,2
945,stage_id,1,2
2079,stage_id,1,2
2078,stage_id,1,2
342,stage_id,1,2
3826,stage_id,1,2
3193,stage_id,1,2
4464,stage_id,1,2
3900,stage_id,1,2
1311,stage_id,1,2
191,stage_id,1,2
1413,stage_id,1,2
3593,stage_id,1,2
1183,stage_id,1,2
727,stage_id,1,2
681,stage_id,1,2
3973,stage_id,1,2
477,stage_id,1,2
2312,stage_id,1,2
414,stage_id,1,2
4692,stage_id,1,2
4756,stage_id,1,2
4477,stage_id,1,2
237,stage_id,1,2
2098,stage_id,1,2
3449,stage_id,1,2
2983,stage_id,1,2
1925,stage_id,1,2
2023,stage_id,1,2
3565,stage_id,1,2
1583,stage_id,1,2
4572,stage_id,1,2
139,stage_id,1,2
676,stage_id,1,2
2047,stage_id,1,2
4778,stage_id,1,2
4335,stage_id,1,2
3302,stage_id,1,2
4785,stage_id,1,2
621,stage_id,1,2
4029,stage_id,1,2
3747,stage_id,1,2
3950,stage_id,1,2
540,stage_id,1,2
1933,stage_id,1,2
4329,stage_id,1,2
3384,stage_id,1,2
636,stage_id,1,2
1321,stage_id,1,2
72,stage_id,1,2
3670,stage_id,1,2
2605,stage_id,1,2
1530,stage_id,1,2
4880,stage_id,1,2
2150,stage_id,1,2
2047,stage_id,1,2
4535,stage_id,1,2
1057,stage_id,1,2
4413,stage_id,1,2
1418,stage_id,1,2
4495,stage_id,1,2
2148,stage_id,1,2
3565,stage_id,1,2
1941,stage_id,1,2
2149,stage_id,1,2
1253,stage_id,1,2
843,stage_id,1,2
1530,stage_id,1,2
3422,stage_id,1,2
2215,stage_id,1,2
1810,stage_id,1,2
320,stage_id,1,2
2858,stage_id,1,2
1885,stage_id,1,2
169,stage_id,1,2
1983,stage_id,1,2
1413,stage_id,1,2
917,stage_id,1,2
3068,stage_id,1,2
1137,stage_id,1,2
1057,stage_id,1,2
662,stage_id,1,2
4338,stage_id,1,2
2571,stage_id,1,2
2941,stage_id,1,2
2070,stage_id,1,2
1624,stage_id,1,2
2475,stage_id,1,2
4052,stage_id,1,2
1128,stage_id,1,2
4653,stage_id,1,2
1479,stage_id,1,2
2602,stage_id,1,2
3479,stage_id,1,2
2010,stage_id,1,2
1972,stage_id,1,2
1803,stage_id,1,2
1630,stage_id,1,2
757,stage_id,1,2
2332,stage_id,1,2
1137,stage_id,1,2
1645,stage_id,1,2
3595,stage_id,1,2
3595,stage_id,1,2
409,stage_id,1,2
2152,stage_id,1,2
354,stage_id,1,2
1523,stage_id,1,2
1057,stage_id,1,2
1555,stage_id,1,2
4265,stage_id,1,2
4537,stage_id,1,2
689,stage_id,1,2
4766,stage_id,1,2
1352,stage_id,1,2
1475,stage_id,1,2
1469,stage_id,1,2
3500,stage_id,1,2
3611,stage_id,1,2
2711,stage_id,1,2
2343,stage_id,1,2
202,stage_id,1,2
497,stage_id,1,2
2429,stage_id,1,2
591,stage_id,1,2
219,stage_id,1,2
2047,stage_id,1,2
4489,stage_id,1,2
540,stage_id,1,2
4390,stage_id,1,2
1781,stage_id,1,2
4407,stage_id,1,2
1451,stage_id,1,2
3449,stage_id,1,2
2162,stage_id,1,2
1542,stage_id,1,2
1137,stage_id,1,2
2850,stage_id,1,2
2605,stage_id,1,2
1136,stage_id,1,2
1047,stage_id,1,2
2287,stage_id,1,2
3540,stage_id,1,2
1925,stage_id,1,2
3431,stage_id,1,2
416,stage_id,1,2
4489,stage_id,1,2
3662,stage_id,1,3
1815,stage_id,1,3
3574,stage_id,1,3
4378,stage_id,1,3
3662,stage_id,1,3
1550,stage_id,1,3
1815,stage_id,1,3
1815,stage_id,1,3
216,stage_id,1,3
3029,stage_id,1,3
1413,stage_id,1,3
4853,stage_id,1,3
3996,stage_id,1,3
2475,stage_id,1,3
3662,stage_id,1,4
1413,stage_id,1,4
38,stage_id,1,4
3662,stage_id,1,4
4756,stage_id,1,4
4073,stage_id,1,4
38,stage_id,1,4
1393,stage_id,1,5
3187,stage_id,1,5
1972,stage_id,1,5
1369,stage_id,1,5
3919,stage_id,1,18
1188,stage_id,1,18
3101,stage_id,1,18
1910,stage_id,1,18
2187,stage_id,1,18
4191,stage_id,1,51
2364,stage_id,1,51
416,stage_id,1,51
629,stage_id,1,51
4109,stage_id,1,51
1787,stage_id,1,74
3620,stage_id,1,74
1395,stage_id,1,74
890,stage_id,1,74
89,stage_id,1,74
56,stage_id,1,74
2776,stage_id,1,74
2828,stage_id,1,74
2346,stage_id,1,74
1017,stage_id,1,74
3369,stage_id,1,74
1909,stage_id,1,74
2836,stage_id,1,74
2064,stage_id,1,74
1257,stage_id,1,74
1530,stage_id,1,74
2682,stage_id,1,74
3701,stage_id,1,74
3464,stage_id,1,74
970,stage_id,1,74
675,stage_id,1,74
3226,stage_id,1,74
685,stage_id,1,74
709,stage_id,1,74
2298,stage_id,1,74
2916,stage_id,1,74
4524,stage_id,1,74
2245,stage_id,1,74
4389,stage_id,1,74
1887,stage_id,1,74
4538,stage_id,1,74
4433,stage_id,1,74
2678,stage_id,1,74
859,stage_id,1,74
4724,stage_id,1,74
3089,stage_id,1,74
2596,stage_id,1,74
4389,stage_id,1,74
1663,stage_id,1,74
656,stage_id,1,74
3044,stage_id,1,74
629,stage_id,1,74
4304,stage_id,1,74
1123,stage_id,1,74
1395,stage_id,1,74
1869,stage_id,1,74
4001,stage_id,1,74
3567,stage_id,1,74
4038,stage_id,1,74
4161,stage_id,1,74
1309,stage_id,1,74
3029,stage_id,1,74
1027,stage_id,1,74
2641,stage_id,1,74
4005,stage_id,1,74
3650,stage_id,1,74
2264,stage_id,1,74
744,stage_id,1,74
1690,stage_id,1,74
4591,stage_id,1,74
2394,stage_id,1,74
4010,stage_id,1,74
4762,stage_id,1,74
3955,stage_id,1,74
3467,stage_id,1,74
3126,stage_id,1,74
2147,stage_id,1,74
4177,stage_id,1,74
785,stage_id,1,74
3619,stage_id,1,74
2438,stage_id,1,74
3310,stage_id,1,74
61,stage_id,1,74
3226,stage_id,1,74
3426,stage_id,1,74
4491,stage_id,1,74
4951,stage_id,1,74
1461,stage_id,1,74
1316,stage_id,1,74
4433,stage_id,1,74
4654,stage_id,1,74
1078,stage_id,1,74
1219,stage_id,1,74
3478,stage_id,1,74
4951,stage_id,1,74
1534,stage_id,1,74
820,stage_id,1,74
1266,stage_id,1,74
4863,stage_id,1,74
141,stage_id,1,74
260,stage_id,1,74
4297,stage_id,1,74
1748,stage_id,1,74
476,stage_id,1,74
4573,stage_id,1,74
2295,stage_id,1,74
3432,stage_id,1,74
2504,stage_id,1,74
1774,stage_id,1,74
3972,stage_id,1,74
4732,stage_id,1,74
4562,stage_id,1,74
2478,stage_id,1,74
852,stage_id,1,74
3420,stage_id,1,74
2881,stage_id,1,74
4745,stage_id,1,74
3046,stage_id,1,74
993,stage_id,1,74
2776,stage_id,1,74
4488,stage_id,1,74
2458,stage_id,1,74
2137,stage_id,1,74
26,stage_id,1,74
2772,stage_id,1,74
2572,stage_id,1,74
3052,stage_id,1,74
3662,stage_id,1,74
1543,stage_id,1,74
3108,stage_id,1,74
4544,stage_id,1,74
1976,stage_id,1,74
1021,stage_id,1,74
3697,stage_id,1,74
4378,stage_id,1,74
3912,stage_id,1,74
3442,stage_id,1,74
4263,stage_id,1,74
869,stage_id,1,74
2793,stage_id,1,74
2619,stage_id,1,74
2236,stage_id,1,74
4930,stage_id,1,74
4340,stage_id,1,74
2546,stage_id,1,74
3854,stage_id,1,74
3912,stage_id,1,74
745,stage_id,1,74
1607,stage_id,1,74
4940,stage_id,1,74
416,stage_id,1,74
4599,stage_id,1,74
4447,stage_id,1,74
16,stage_id,1,74
4263,stage_id,1,74
2047,stage_id,1,74
3662,stage_id,1,74
3994,stage_id,1,74
4389,stage_id,1,74
3694,stage_id,1,74
4607,stage_id,1,74
820,stage_id,1,74
461,stage_id,1,74
3530,stage_id,1,74
2672,stage_id,1,74
4655,stage_id,1,74
1847,stage_id,1,74
1905,stage_id,1,74
4538,stage_id,1,74
4535,stage_id,1,74
3446,stage_id,1,74
4853,stage_id,1,74
3812,stage_id,1,74
2204,stage_id,1,74
4331,stage_id,1,74
4908,stage_id,1,74
1559,stage_id,1,74
2385,stage_id,1,74
131,stage_id,1,74
2263,stage_id,1,74
1959,stage_id,1,74
1262,stage_id,1,74
2833,stage_id,1,74
1743,stage_id,1,74
3517,stage_id,1,74
3487,stage_id,1,74
4439,stage_id,1,74
596,stage_id,1,74
1867,stage_id,1,74
2054,stage_id,1,74
1815,stage_id,1,74
3495,stage_id,1,74
4632,stage_id,1,74
61,stage_id,1,74
2152,stage_id,1,74
4492,stage_id,1,74
2306,stage_id,1,74
1847,stage_id,1,74
3356,stage_id,1,74
300,stage_id,1,74
3078,stage_id,1,74
1482,stage_id,1,74
2814,stage_id,1,74
3650,stage_id,1,74
352,stage_id,1,74
619,stage_id,1,74
3172,stage_id,1,74
896,stage_id,1,74
4930,stage_id,1,74
2869,stage_id,1,74
1961,stage_id,1,74
1237,stage_id,1,74
232,stage_id,1,74
4936,stage_id,1,74
2384,stage_id,1,74
114,stage_id,1,74
3818,stage_id,1,74
3781,stage_id,1,74
3088,stage_id,1,74
2470,stage_id,1,74
2045,stage_id,1,74
3971,stage_id,1,74
3618,stage_id,1,74
1814,stage_id,1,74
1078,stage_id,1,74
1012,stage_id,1,74
1197,stage_id,1,74
48,stage_id,1,74
226,stage_id,1,74
1573,stage_id,1,74
1967,stage_id,1,74
1905,stage_id,1,74
38,stage_id,1,74
4715,stage_id,1,74
4430,stage_id,1,74
3845,stage_id,1,74
4094,stage_id,1,74
910,stage_id,1,74
2695,stage_id,1,74
1909,stage_id,1,74
216,stage_id,1,74
4561,stage_id,1,74
26,stage_id,1,74
4488,stage_id,1,74
1610,stage_id,1,74
182,stage_id,1,74
1166,stage_id,1,74
26,stage_id,1,74
561,stage_id,1,74
942,stage_id,1,74
4010,stage_id,1,74
2064,stage_id,1,74
4489,stage_id,1,74
1589,stage_id,1,74
4,stage_id,1,74
2007,stage_id,1,74
4502,stage_id,1,74
3369,stage_id,1,74
983,stage_id,1,74
454,stage_id,1,74
1123,stage_id,1,74
721,stage_id,1,74
3130,stage_id,1,74
3450,stage_id,1,74
2577,stage_id,1,74
3414,stage_id,1,74
4073,stage_id,1,74
1726,stage_id,1,74
266,stage_id,1,74
4389,stage_id,1,74
232,stage_id,1,74
3805,stage_id,1,74
2454,stage_id,1,74
1123,stage_id,1,74
3625,stage_id,1,74
4327,stage_id,1,74
1393,stage_id,1,74
4022,stage_id,1,74
4530,stage_id,1,74
649,stage_id,1,74
3994,stage_id,1,74
3612,stage_id,1,74
4330,stage_id,1,74
4603,stage_id,1,74
785,stage_id,1,74
614,stage_id,1,74
4327,stage_id,1,74
3500,stage_id,1,74
3971,stage_id,1,74
1559,stage_id,1,74
4036,stage_id,1,74
4191,stage_id,1,74
742,stage_id,1,74
23,stage_id,1,74
1078,stage_id,1,74
4330,stage_id,1,80
4692,stage_id,1,80
4936,stage_id,1,80
3226,stage_id,1,80
3540,stage_id,1,80
3595,stage_id,1,80
3226,stage_id,1,80
2470,stage_id,1,80
4187,stage_id,1,80
3269,stage_id,1,80
3226,stage_id,1,80
1027,stage_id,1,80
4535,stage_id,1,80
2504,stage_id,1,80
1573,stage_id,1,80
2312,stage_id,1,80
662,stage_id,1,80
1867,stage_id,1,80
3356,stage_id,1,80
1573,stage_id,1,80
141,stage_id,1,80
2385,stage_id,1,80
1867,stage_id,1,80
4447,stage_id,1,80
1573,stage_id,1,80
141,stage_id,1,80
2504,stage_id,1,80
4603,stage_id,1,80
4447,stage_id,1,80
1589,stage_id,1,80
300,stage_id,1,80
2263,stage_id,1,80
4951,stage_id,1,80
2346,stage_id,1,80
4263,stage_id,1,80
1610,stage_id,1,80
1534,stage_id,1,80
310,stage_id,1,80
1867,stage_id,1,80
2312,stage_id,1,80
1203,stage_id,1,80
1573,stage_id,1,80
3226,stage_id,1,80
3467,stage_id,1,80
3701,stage_id,1,80
4524,stage_id,1,80
2415,stage_id,1,81
1310,stage_id,1,81
2047,stage_id,1,81
3022,stage_id,1,81
2711,stage_id,1,225
2850,stage_id,1,225
3530,stage_id,1,225
3900,stage_id,1,225
3678,stage_id,1,225
1885,stage_id,1,225
1413,stage_id,1,225
2671,stage_id,1,232
1766,stage_id,1,298
2954,stage_id,1,298
148,stage_id,1,298
1250,stage_id,1,298
419,stage_id,1,298
4193,stage_id,1,298
1985,stage_id,1,298
1238,stage_id,1,298
4653,stage_id,1,298
4131,stage_id,1,298
2415,stage_id,1,298
4708,stage_id,1,298
1102,stage_id,1,298
2634,stage_id,1,298
3641,stage_id,1,298
2859,stage_id,1,298
2429,stage_id,1,298
2107,stage_id,1,298
4017,stage_id,1,298
729,stage_id,1,298
4370,stage_id,1,298
1123,stage_id,1,362
1057,stage_id,2,1
1925,stage_id,2,1
3900,stage_id,2,1
4653,stage_id,2,1
1925,stage_id,2,1
3449,stage_id,2,1
1027,stage_id,2,1
2263,stage_id,2,1
785,stage_id,2,1
3912,stage_id,2,1
2346,stage_id,2,1
4535,stage_id,2,1
4489,stage_id,2,1
1530,stage_id,2,1
1137,stage_id,2,1
629,stage_id,2,1
2047,stage_id,2,1
4390,stage_id,2,1
148,stage_id,2,1
4535,stage_id,2,1
1390,stage_id,2,1
4756,stage_id,2,1
4489,stage_id,2,1
1933,stage_id,2,1
1137,stage_id,2,1
2429,stage_id,2,1
416,stage_id,2,1
3972,stage_id,2,1
3719,stage_id,2,1
1530,stage_id,2,1
4390,stage_id,2,1
2343,stage_id,2,1
2047,stage_id,2,1
540,stage_id,2,1
2152,stage_id,2,1
3449,stage_id,2,1
2695,stage_id,2,1
2047,stage_id,2,1
2346,stage_id,2,1
1815,stage_id,2,1
1413,stage_id,2,1
1057,stage_id,2,1
1102,stage_id,2,1
1413,stage_id,2,1
300,stage_id,2,1
4029,stage_id,2,1
4191,stage_id,2,1
3826,stage_id,2,3
1310,stage_id,2,3
742,stage_id,2,3
219,stage_id,2,3
727,stage_id,2,3
3202,stage_id,2,3
4785,stage_id,2,3
1136,stage_id,2,3
4477,stage_id,2,3
983,stage_id,2,3
4930,stage_id,2,3
1413,stage_id,2,3
4378,stage_id,2,3
1021,stage_id,2,3
3802,stage_id,2,3
2983,stage_id,2,3
72,stage_id,2,3
1941,stage_id,2,3
3565,stage_id,2,3
1815,stage_id,2,3
342,stage_id,2,3
1311,stage_id,2,3
3540,stage_id,2,3
890,stage_id,2,3
945,stage_id,2,3
2571,stage_id,2,3
3818,stage_id,2,3
1266,stage_id,2,3
1395,stage_id,2,3
2394,stage_id,2,3
4607,stage_id,2,3
2312,stage_id,2,3
1047,stage_id,2,3
4329,stage_id,2,3
501,stage_id,2,3
2536,stage_id,2,3
4572,stage_id,2,3
266,stage_id,2,3
2064,stage_id,2,3
3449,stage_id,2,3
4980,stage_id,2,3
4335,stage_id,2,3
1078,stage_id,2,3
1137,stage_id,2,3
72,stage_id,2,3
219,stage_id,2,3
4331,stage_id,2,3
38,stage_id,2,3
2772,stage_id,2,3
619,stage_id,2,3
2078,stage_id,2,3
1619,stage_id,2,3
1550,stage_id,2,3
2546,stage_id,2,3
1015,stage_id,2,3
2682,stage_id,2,3
1123,stage_id,2,3
1262,stage_id,2,3
1885,stage_id,2,3
4792,stage_id,2,3
3414,stage_id,2,3
4607,stage_id,2,3
4073,stage_id,2,3
1523,stage_id,2,3
2776,stage_id,2,3
3022,stage_id,2,3
4537,stage_id,2,3
3719,stage_id,2,3
1815,stage_id,2,3
2478,stage_id,2,3
23,stage_id,2,3
342,stage_id,2,3
928,stage_id,2,3
1203,stage_id,2,3
1230,stage_id,2,3
1972,stage_id,2,3
1299,stage_id,2,3
2572,stage_id,2,3
928,stage_id,2,3
4625,stage_id,2,3
3558,stage_id,2,3
1781,stage_id,2,3
3479,stage_id,2,3
4763,stage_id,2,3
219,stage_id,2,3
3033,stage_id,2,3
1418,stage_id,2,3
2850,stage_id,2,3
3153,stage_id,2,3
4430,stage_id,2,3
3517,stage_id,2,3
843,stage_id,2,3
776,stage_id,2,3
591,stage_id,2,3
3540,stage_id,2,3
2475,stage_id,2,3
3697,stage_id,2,3
4607,stage_id,2,3
497,stage_id,2,3
906,stage_id,2,3
1352,stage_id,2,3
709,stage_id,2,3
4488,stage_id,2,3
1413,stage_id,2,3
4761,stage_id,2,3
4389,stage_id,2,3
1542,stage_id,2,3
219,stage_id,2,3
2475,stage_id,2,3
3567,stage_id,2,3
3854,stage_id,2,3
3662,stage_id,2,3
2148,stage_id,2,3
1983,stage_id,2,3
4537,stage_id,2,3
721,stage_id,2,3
4265,stage_id,2,3
662,stage_id,2,3
1395,stage_id,2,3
1237,stage_id,2,3
4853,stage_id,2,3
3540,stage_id,2,3
497,stage_id,2,3
310,stage_id,2,3
3464,stage_id,2,3
2718,stage_id,2,3
237,stage_id,2,3
1067,stage_id,2,3
4944,stage_id,2,3
216,stage_id,2,3
1543,stage_id,2,3
2236,stage_id,2,3
4756,stage_id,2,3
219,stage_id,2,3
2858,stage_id,2,3
4868,stage_id,2,3
4492,stage_id,2,3
2836,stage_id,2,3
4833,stage_id,2,3
1743,stage_id,2,3
3269,stage_id,2,3
849,stage_id,2,3
1017,stage_id,2,3
4265,stage_id,2,3
416,stage_id,2,3
2137,stage_id,2,3
4187,stage_id,2,3
910,stage_id,2,3
4756,stage_id,2,3
1847,stage_id,2,3
1493,stage_id,2,3
4338,stage_id,2,3
2605,stage_id,2,3
4761,stage_id,2,3
4407,stage_id,2,3
2261,stage_id,2,3
757,stage_id,2,3
4196,stage_id,2,3
1017,stage_id,2,3
3595,stage_id,2,3
2711,stage_id,2,3
2150,stage_id,2,3
1309,stage_id,2,3
2640,stage_id,2,3
1743,stage_id,2,3
1299,stage_id,2,3
1630,stage_id,2,3
3955,stage_id,2,3
114,stage_id,2,3
1976,stage_id,2,3
266,stage_id,2,3
320,stage_id,2,3
1867,stage_id,2,3
266,stage_id,2,3
4573,stage_id,2,3
4756,stage_id,2,3
26,stage_id,2,3
1451,stage_id,2,3
2070,stage_id,2,3
4692,stage_id,2,3
131,stage_id,2,3
3694,stage_id,2,3
219,stage_id,2,3
1986,stage_id,2,3
4778,stage_id,2,3
3900,stage_id,2,3
2762,stage_id,2,3
2152,stage_id,2,3
1221,stage_id,2,3
1965,stage_id,2,3
591,stage_id,2,3
3044,stage_id,2,3
4331,stage_id,2,3
2901,stage_id,2,5
3022,stage_id,2,14
4561,stage_id,2,14
2690,stage_id,2,14
4265,stage_id,2,45
497,stage_id,2,48
1057,stage_id,2,48
1017,stage_id,2,48
3900,stage_id,2,48
1530,stage_id,2,48
3972,stage_id,2,48
3595,stage_id,2,48
4489,stage_id,2,48
1413,stage_id,2,48
3595,stage_id,2,48
742,stage_id,2,48
1550,stage_id,2,48
1310,stage_id,2,48
3449,stage_id,2,48
3500,stage_id,2,48
1310,stage_id,2,48
3431,stage_id,2,48
2536,stage_id,2,48
4477,stage_id,2,48
3574,stage_id,2,48
785,stage_id,2,51
4191,stage_id,2,51
3818,stage_id,2,51
2640,stage_id,2,51
4488,stage_id,2,51
629,stage_id,2,51
3818,stage_id,2,51
1221,stage_id,2,74
721,stage_id,2,74
656,stage_id,2,74
1257,stage_id,2,74
4607,stage_id,2,74
4562,stage_id,2,74
1887,stage_id,2,74
1743,stage_id,2,74
1257,stage_id,2,74
1965,stage_id,2,80
1461,stage_id,2,80
26,stage_id,2,80
1413,stage_id,2,80
2076,stage_id,2,80
1663,stage_id,2,80
2346,stage_id,2,80
3854,stage_id,2,80
3912,stage_id,2,80
3854,stage_id,2,80
414,stage_id,2,80
910,stage_id,2,81
26,stage_id,2,81
974,stage_id,2,81
4692,stage_id,2,205
785,stage_id,2,266
3323,stage_id,2,266
629,stage_id,2,266
1940,stage_id,2,266
1446,stage_id,2,266
2311,stage_id,2,266
4191,stage_id,2,266
3346,stage_id,2,299
1803,stage_id,2,299
4038,stage_id,2,299
2204,stage_id,2,299
676,stage_id,2,299
197,stage_id,2,299
477,stage_id,2,299
4944,stage_id,2,299
3022,stage_id,2,299
869,stage_id,2,299
3422,stage_id,2,299
4378,stage_id,2,299
3426,stage_id,2,299
681,stage_id,2,299
1253,stage_id,2,299
2793,stage_id,2,299
58,stage_id,2,299
1624,stage_id,2,299
1469,stage_id,2,299
4390,stage_id,2,299
561,stage_id,2,299
3538,stage_id,2,299
1461,stage_id,2,299
3937,stage_id,2,299
2287,stage_id,2,299
4464,stage_id,2,299
4010,stage_id,2,299
1810,stage_id,2,299
2098,stage_id,2,299
3611,stage_id,2,299
1321,stage_id,2,299
4610,stage_id,2,299
2299,stage_id,2,299
1900,stage_id,2,299
4792,stage_id,2,299
2079,stage_id,2,299
4416,stage_id,2,299
232,stage_id,2,299
1068,stage_id,2,299
752,stage_id,2,299
1482,stage_id,2,299
2605,stage_id,2,299
1645,stage_id,2,299
745,stage_id,2,299
4052,stage_id,2,299
906,stage_id,2,299
191,stage_id,2,299
4940,stage_id,2,299
4583,stage_id,2,299
4385,stage_id,2,299
4756,stage_id,2,299
3972,stage_id,2,299
709,stage_id,2,299
1475,stage_id,2,299
3996,stage_id,2,299
2047,stage_id,2,299
139,stage_id,2,299
3812,stage_id,2,299
3078,stage_id,2,299
621,stage_id,2,299
716,stage_id,2,299
540,stage_id,2,299
1050,stage_id,2,299
4495,stage_id,2,299
917,stage_id,2,299
3973,stage_id,2,299
1555,stage_id,2,299
3797,stage_id,2,299
4022,stage_id,2,299
4999,stage_id,2,299
2814,stage_id,2,299
4413,stage_id,2,299
4833,stage_id,2,299
2306,stage_id,2,299
1583,stage_id,2,299
3442,stage_id,2,299
1128,stage_id,2,299
1479,stage_id,2,299
2343,stage_id,2,299
4880,stage_id,2,299
3593,stage_id,2,299
3994,stage_id,2,299
2155,stage_id,2,299
3193,stage_id,2,299
689,stage_id,2,299
2730,stage_id,2,299
409,stage_id,2,299
2010,stage_id,2,299
3179,stage_id,2,299
3650,stage_id,2,299
3172,stage_id,2,299
3747,stage_id,2,299
169,stage_id,2,299
4326,stage_id,2,299
4057,stage_id,2,299
2215,stage_id,2,299
2941,stage_id,2,299
2295,stage_id,2,299
4905,stage_id,2,299
3518,stage_id,2,299
3565,stage_id,2,299
2149,stage_id,2,299
2023,stage_id,2,299
636,stage_id,2,299
48,stage_id,2,299
3384,stage_id,2,299
974,stage_id,2,299
4988,stage_id,2,299
2162,stage_id,2,299
1183,stage_id,2,299
4029,stage_id,2,299
1390,stage_id,2,299
1933,stage_id,2,299
4766,stage_id,2,299
3950,stage_id,2,299
354,stage_id,2,299
3302,stage_id,2,299
4625,stage_id,2,299
2602,stage_id,2,299
3068,stage_id,2,299
2332,stage_id,2,299
352,stage_id,2,299
3670,stage_id,2,299
1925,stage_id,2,299
202,stage_id,2,299
3662,stage_id,3,1
2605,stage_id,3,1
3662,stage_id,3,1
4187,stage_id,3,1
1550,stage_id,3,1
1815,stage_id,3,1
4265,stage_id,3,1
3029,stage_id,3,1
216,stage_id,3,1
1815,stage_id,3,1
1123,stage_id,3,1
3574,stage_id,3,1
4378,stage_id,3,1
2475,stage_id,3,1
310,stage_id,3,1
4853,stage_id,3,1
497,stage_id,3,1
3595,stage_id,3,1
1413,stage_id,3,1
1815,stage_id,3,1
2640,stage_id,3,2
591,stage_id,3,2
928,stage_id,3,2
4625,stage_id,3,2
219,stage_id,3,2
4756,stage_id,3,2
1743,stage_id,3,2
3540,stage_id,3,2
709,stage_id,3,2
3540,stage_id,3,2
721,stage_id,3,2
4833,stage_id,3,2
219,stage_id,3,2
219,stage_id,3,2
3818,stage_id,3,2
266,stage_id,3,2
4756,stage_id,3,2
72,stage_id,3,2
4607,stage_id,3,2
3996,stage_id,3,2
4430,stage_id,3,2
266,stage_id,3,2
4761,stage_id,3,2
219,stage_id,3,2
906,stage_id,3,2
219,stage_id,3,2
1299,stage_id,3,2
2475,stage_id,3,2
4607,stage_id,3,2
3022,stage_id,3,2
4331,stage_id,3,2
4537,stage_id,3,2
4944,stage_id,3,2
4338,stage_id,3,4
1542,stage_id,3,4
3414,stage_id,3,4
2137,stage_id,3,4
216,stage_id,3,4
